state,name,county,storet_code,source
CONNECTICUT,ASPINOOK,NEW LONDON,901,474
CONNECTICUT,BANTAM,LITCHFIELD,902,474
CONNECTICUT,COMMUNITY LAKE,NEW HAVEN,903,474
CONNECTICUT,EAGLEVILLE,TOLLAND,904,474
CONNECTICUT,HANOVER POND,NEW HAVEN,905,474
CONNECTICUT,LAKE HOUSATONIC,NEWHAVEN FAIR FIELD,912,474
CONNECTICUT,LAKE LILLINONAH,FAIRFIELD,911,474
CONNECTICUT,LAKE ZOAR,LITCHFIELD NEH HAVEN,910,474
MAINE,BAY OF NAPLES,CUMBERLAND,2314,474
MAINE,ESTES LAKE,YORK,2304,474
MAINE,LONG LAKE,CUMBERLAND,2306,474
MAINE,LONG LAKE,AROOSTOOK,2313,474
MAINE,MATTAWAMKEAG LAKE,AROOSTOOK,2308,474
MAINE,MOOSEHEAD,PISCATAQUIS,2309,474
MAINE,RANGELEY LAKE,FRANKLIN,2310,474
MAINE,SEBAGO LAKE,CUMBERLAND,2311,474
MAINE,SEBASTICOOK LAKE,PENOBSCOT,2312,474
MASSACHUSETTS,BILLERICA IMPOUNDMENT,MIDDLESEX,2511,474
MASSACHUSETTS,HAGER POND,MIDDLESEX,2502,474
MASSACHUSETTS,HARRIS POND,NA,2503,474
MASSACHUSETTS,HUDSON IMPOUNDMENT,MIDDLESEA NORCHESTER,2513,474
MASSACHUSETTS,MATFIELD IMPOUNDMENT,PLYMOUTH,2508,474
MASSACHUSETTS,MAYNARD IMPOUNDMENT,MIDDLESEX,2504,474
MASSACHUSETTS,NORTHBORO IMPOUNDMENT,MORCMESTER,2512,474
MASSACHUSETTS,ROCHDALE POND,HORCHESTER,2509,474
MASSACHUSETTS,WOODS POND,BERKSHIRE,2507,474
MICHIGAN,BARTON LAKE,KALAMAZOO,2606,474
MICHIGAN,BELLEVILLE LAKE,MAYNE,2609,474
MICHIGAN,BETSIE LAKE,BENZIE,2610,474
MICHIGAN,BOARDMAN HYDRO POND,GRAND TRAVERSE,26A2,474
MICHIGAN,BRIGHTON LAKE,NA,2613,474
MICHIGAN,CARO RESERVOIR,TUSCOLA,26A1,474
MICHIGAN,CONSTANTINE RESERVOIR,ST JOSEPH,2621,474
MICHIGAN,CRYSTAL LAKE,NA,2694,474
MICHIGAN,DEER LAKE,MARQUETTE,2624,474
MICHIGAN,FORD LAKE,WASHTENAW,2629,474
MICHIGAN,FREMONT LAKE,NERAYGO,2631,474
MICHIGAN,HIGGINS LAKE,ROSCOMMON,2695,474
MICHIGAN,HOLLOWAY RESERVIOR,,26A0,474
MICHIGAN,HOUGHTON LAKE,ROSCOMMON,2696,474
MICHIGAN,JORDAN LAKE,IONIA HARRY,2640,474
MICHIGAN,KENT LAKE,OAKLAND LIVINGSTON,2643,474
MICHIGAN,LAKE ALLEGAN,ALLEGAN,2603,474
MICHIGAN,LAKE CHARLEVOIX,NA,2617,474
MICHIGAN,LAKE CHEMUNG,LIVINGSTON,2618,474
MICHIGAN,LONG LAKE,ST JOSEPH,2692,474
MICHIGAN,MACATAWA LAKE,NA,2648,474
MICHIGAN,MANISTEE LAKE,MANISTEE,2649,474
MICHIGAN,MONA LAKE,MUSKEGON,2691,474
MICHIGAN,MUSKEGON LAKE,MUSKEGON,2659,474
MICHIGAN,PENTWATER LAKE,OCEANA,2665,474
MICHIGAN,PERE MARQUETTE,MASON,2698,474
MICHIGAN,PORTAGE LAKE,HOUGHTON,2669,474
MICHIGAN,ROGERS POND,MECOSTA,2672,474
MICHIGAN,ROSS RESERVOIR,GLAOVIN,2673,474
MICHIGAN,SANFORD LAKE,MIDLAND,2674,474
MICHIGAN,ST LOUIS RESERVOIR,GRATIOT,2693,474
MICHIGAN,STRAWBERRY LAKE,LIVINGSTONE,2699,474
MICHIGAN,THOMPSON LAKE,LIVINGSTON,2697,474
MICHIGAN,THORNAPPLE LAKE,BARRY,2683,474
MICHIGAN,UNION LAKE,BRANCH,2685,474
MICHIGAN,WHITE LAKE,MUSKEGON,2688,474
MINNESOTA,ALBERT LEA LAKE,FREEBORN,2702,474
MINNESOTA,BADGER LAKE,POLK,2704,474
MINNESOTA,BARTLETT LAKE,KOOCHICHING,2705,474
MINNESOTA,BEAR LAKE,FREEBORN,2706,474
MINNESOTA,BIG LAKE,STEARNS,2708,474
MINNESOTA,BIG STONE,BIG STONE (MN); ROBERTS GRANT (SD),2709,474
MINNESOTA,BIRCH LAKE,CASS,2710,474
MINNESOTA,BLACKDUCK LAKE,BELTRAMI,2711,474
MINNESOTA,BLACKHOOF LAKE,CROW WING,2712,474
MINNESOTA,BUDD LAKE,MARTIN,27A8,474
MINNESOTA,BUFFALO LAKE,WRIGHT,2713,474
MINNESOTA,CARRIGAN LAKE,WRIGHT,2714,474
MINNESOTA,CASS LAKE,BELTRAMI CASS,2715,474
MINNESOTA,CLEARWATER LAKE,WRIGHT STEARNS,2716,474
MINNESOTA,COKATO LAKE,WRIGHT,2719,474
MINNESOTA,CRANBERRY LAKE,CROW WING,2720,474
MINNESOTA,ELBOW LAKE,ST LOUIS,2725,474
MINNESOTA,EMBARRASS LAKE,ST LOUIS,2728,474
MINNESOTA,FALL LAKE,LAKE,2730,474
MINNESOTA,FOREST LAKE,WASHINGTON,27A9,474
MINNESOTA,GREEN LAKE,KANDIYOHI,27B2,474
MINNESOTA,GULL LAKE,CASS CROW WING,2737,474
MINNESOTA,HERON LAKE,JACKSON,2739,474
MINNESOTA,LAKE ANDROSIA,BELTRAMI,27C0,474
MINNESOTA,LAKE BEMIDJI,BELTRAMI,27C!,474
MINNESOTA,LAKE CALHOUN,HENNEPIN,27B6,474
MINNESOTA,LAKE CARLOS,DOUGLAS,27B9,474
MINNESOTA,LAKE DARLING,DOUGLAS,27B4,474
MINNESOTA,LAKE LE HOMME DIEU,DOUGLAS,27B5,474
MINNESOTA,LAKE MINNETONKA,HENNEPIN,2760,474
MINNESOTA,LAKE MINNEWASKA,POPE,2761,474
MINNESOTA,LAKE PEPIN,GOODHUE WABASHA (MN) PIERCE PEPIN (WI),27A4,474
MINNESOTA,LAKE ST CROIX,WASHINGTON,27A7,474
MINNESOTA,LAKE WINONA,DOUGLAS,27A1,474
MINNESOTA,LEECH LAKE,CASS,2746,474
MINNESOTA,LILY LAKE,BLUE EARTH,2747,474
MINNESOTA,LITTLE LAKE,GRANT,2748,474
MINNESOTA,LOST LAKE,ST LOUIS,27B8,474
MINNESOTA,MADISON LAKE,BLUE EARTH,2750,474
MINNESOTA,MALMEUAL LAKE,POPE,2752,474
MINNESOTA,MASHKENODE LAKE,ST LOUIS,2756,474
MINNESOTA,MCQUADE LAKE,ST LOUIS,2757,474
MINNESOTA,MUD LAKE,ITASCA,27C2,474
MINNESOTA,NEST LAKE,KANDIYOHI,27B3,474
MINNESOTA,PELICAN LAKE,ST LOUIS,2765,474
MINNESOTA,RABBIT LAKE,CROW WING,2771,474
MINNESOTA,SILVER LAKE,MCLEOD,2782,474
MINNESOTA,SIX MILE LAKE,ST LOUIS,2783,474
MINNESOTA,SPRING LAKE,DAKOTA WASHINGTON,27A6,474
MINNESOTA,ST LOUIS BAY,"ST LOUIS (MN); DOUGLAS, (WI)",2776,474
MINNESOTA,SUPERIOR BAY,ST LOUIS (MN; DOUGLAS (H1,2786,474
MINNESOTA,SWAN LAKE,ITASCA,2788,474
MINNESOTA,TRACE LAKE,TODD,2792,474
MINNESOTA,TROUT LAKE,ITASCA,2793,474
MINNESOTA,WAGONGA LAKE,KANDIYOHI,27B1,474
MINNESOTA,WALLMARK,CHICAGO,27B7,474
MINNESOTA,WHITE BEAR LAKE,RAMSEY WASHINGTON,27B0,474
MINNESOTA,WOLF LAKE,BELTRAMI HUBBARD,27A2,474
MINNESOTA,WOODCOCK LAKE,KANDIYOHI,27A3,474
MINNESOTA,ZUMBRO LAKE,OLMSTED WABSHA,27A5,474
NEW HAMPSHIRE,GLEN LAKE,HILLSBOROUGH,3306,474
NEW HAMPSHIRE,KELLYS FALLS POND,HILLSBOROUGH,3305,474
NEW HAMPSHIRE,LAKE WINNIPESAUKEE,"BELKNAP, CARROL",3303,474
NEW HAMPSHIRE,POWDER MILL POND,HILLSBOROUGH,3302,474
NEW YORK,BLACK LAKE,ST LAWRENCE,3602,474
NEW YORK,CANADIAGUA,"ONTARIO, YATES",3604,474
NEW YORK,CANNONSVILLE RESERVOIR,DELAWARE,3605,474
NEW YORK,CARRY FALLS RESERVOIR,ST LAWRENCE,3606,474
NEW YORK,CASSADAGA LAKE,CHAUTAUOUA,3607,474
NEW YORK,CAYUGA LAKE,CAYUGAQSENECA9 TOMPKINS,3608,474
NEW YORK,CHAUTAUQUA,CHAUTAUOUA,3610,474
NEW YORK,CONESUS LAKE,LIVINGSTON,3639,474
NEW YORK,CROSS LAKE,CAYUGAONONDAGA,3611,474
NEW YORK,GOODYEAR LAKE,OTSEGO,3613,474
NEW YORK,KEUKA LAKE,YATES STEUBEN,3617,474
NEW YORK,LAKE HUNTINGTON,SULLIVAN,3615,474
NEW YORK,LONG LAKE,HAMILTON,3619,474
NEW YORK,LOWER ST REGIS,FRANKLIN,3640,474
NEW YORK,OTTER LAKE,CAYUGA,3625,474
NEW YORK,OWASCO,CAYUGA,3627,474
NEW YORK,ROUND LAKE,SARATOGA,3630,474
NEW YORK,SACANDAGA RESERVOIR,FULTON SARATOGA,3632,474
NEW YORK,SARATOGA LAKE,SARATOGA,3633,474
NEW YORK,SCHROON,"ESSEX, WARREN",3634,474
NEW YORK,SENECA LAKE,SCHUYLER,3635,474
NEW YORK,SWAN LAKE,SULLIVAN,3636,474
NEW YORK,SWINGING BRIDGE RES,SULLIVAN,3637,474
RHODE ISLAND,SLATERSVILLE RESERVOIR,PROVIDENCE,4402,474
RHODE ISLAND,TURNER RESERVOIR,PROVIDENCE,4403,474
VERMONT,ARROWHEAD MOUNTAIN LAKE,CHITTENDEN FRANKLIN,5010,474
VERMONT,CLYDE POND,ORLEANS,5002,474
VERMONT,HARRIMAN RESERVOIR,WINDHAM,5005,474
VERMONT,LAKE CHAMPLAIN,VT AND NY AREA,5001,474
VERMONT,LAKE LAMOILLE,LAMOILLE,5007,474
VERMONT,LAKE MEMPHREMAGOG,ORLEANS,5008,474
VERMONT,WATERBURY RESERVOIR,"WASHINGTON, LAMOILLE",5011,474
WISCONSIN,ALTOONA LAKE,EAU CLAIRE,5502,474
WISCONSIN,BEAVER DAH,BARRON,5503,474
WISCONSIN,BIG EAU PLEINE RES,MARATHON,5565,474
WISCONSIN,BROWNS LAKE,RACINE,5560,474
WISCONSIN,BUTTERNUT LAKE,PRICE ASHLAND,5509,474
WISCONSIN,CASTLE ROCK FLOWAGE,JUNEAU ADAMS,5510,474
WISCONSIN,COMO,WALWORTH,5562,474
WISCONSIN,CRYSTAL LAKE,NA,5571,474
WISCONSIN,DELAVAN LAKE,WALWORTH,5513,474
WISCONSIN,EAU CLAIRE LAKE,EAU CLAIRE,5515,474
WISCONSIN,GRAND LAKE,GREEN LAKE,5570,474
WISCONSIN,GREEN LAKE,GREEN LAKE,5519,474
WISCONSIN,KEGONSA LAKE,DANE,5520,474
WISCONSIN,KOSHKONONG LAKE,JEFFERSON,5522,474
WISCONSIN,LAC LA BELLE,WAUKESHA,5563,474
WISCONSIN,LAKE BUTTE DES MORTS,WINNEBAGO,5508,474
WISCONSIN,LAKE GENEVA,WALWORTH,5561,474
WISCONSIN,LAKE POYGAN,"WINNEBAGO, WAUSHARA",5538,474
WISCONSIN,LAKE WINNEBAGO,"WINNEBAGO, FOND DU LAC, CALUMET",5554,474
WISCONSIN,LAKE WISSOTA,CHIPPEWA,5556,474
WISCONSIN,MIDDLE LAKE,WALWORTH,5569,474
WISCONSIN,NAGAWICKA LAKE,WAUKESHA,5531,474
WISCONSIN,OCONOMOWOC,WAUKESHA,5532,474
WISCONSIN,OKAUCHEE,WAUKESHA,5558,474
WISCONSIN,PENTWELL FLOWAGE,"JUNEAU, ADAMS, WOOD",5534,474
WISCONSIN,PEWAUKEE LAKE,WAUKESHA,5557,474
WISCONSIN,PINE LAKE,WAUKESHA,5536,474
WISCONSIN,ROCK LAKE,JEFFERSON,5564,474
WISCONSIN,ROME POND,JEFFERSON,5568,474
WISCONSIN,ROUND,WAUPACA,5566,474
WISCONSIN,SHAWANO LAKE,SHAWANO,5539,474
WISCONSIN,SINISSIPPI LAKE,DODGE,5541,474
WISCONSIN,SWAN LAKE,COLUMBIA,5545,474
WISCONSIN,TAINTER LAKE,DUNN,5546,474
WISCONSIN,TICHIGAN LAKE,RACINE,5559,474
WISCONSIN,TOWNLINE LAKE,ONEIDA,5548,474
WISCONSIN,TROUT LAKE,VILAS,5572,474
WISCONSIN,WAPOGASSET LAKE,POLK,5550,474
WISCONSIN,WAUSAU LAKE,MARATHON,5551,474
WISCONSIN,WILLOW RESERVOIR,ONEIDA,5574,474
WISCONSIN,WISCONSON LAKE,COLUMBIA SAUK,5555,474
WISCONSIN,YELLOM LAKE,BURNETT,5576,474
ALABAMA,BANKHEAD LAKE,,101,475
ALABAMA,HOLT LOCK AND DAM,TUSCALOOSA,105,475
ALABAMA,GANTT LAKE,NA,103,475
ALABAMA,GUNTERSVILLE RESERVOIR,,104,475
ALABAMA,LAY LAKE,NA,106,475
ALABAMA,MITCHELL LAKE,e CHILTON COOSA  A,108,475
ALABAMA,MARTIN LAKE,COOSA ELMORE TALLAPOOSA,107,475
ALABAMA,PICKWICK LAKE,"COLBERTLAUDERDALE AL, TISHOMINGO MS, HARDING",109,475
ALABAMA,LAKE PURDY,JEFFERSON SHELBY,115,475
ALABAMA,WEISS RESERVOIR,CHEROKEE ALT FLOYD GA,112,475
ALABAMA,WILSON LAKE,LAUDERDALE COLBERT LAHRENCE  I  I,114,475
DELAWARE,KILLEN POND,KENT,1002,475
DELAWARE,MOORES LAKE,KENT,1005,475
DELAWARE,NOXONTOWN POND,NEH CASTLE,1007,475
DELAWARE,SILVER LAKE,NEU CASTLE,1008,475
DELAWARE,TRUSSUM POND,SUSSEX,1010,475
DELAWARE,WILLIAMS POND,SUSSEX,1009,475
FLORIDA,ALLIGATOR LAKE,COLUMBIA,1201,475
FLORIDA,LAKE APOPMA,ORANGE LAKE,1202,475
FLORIDA,CRESCENT,FLAGLER PUTNAM,1206,475
FLORIDA,DOCTORS LAKE,CLAY,1207,475
FLORIDA,LAKE DORA,LAKE,1208,475
FLORIDA,EAST LAKE TOHOPEKALIGA,OSCEOLA,1261,475
FLORIDA,LAKE EFFIE,POLK,1209,475
FLORIDA,LAKE ELOISE,POLK,1252,475
FLORIDA,LAME GEORGE,"PUTNAM,VOLUSIA",1210,475
FLORIDA,LAKE GIBSON,POLK,1211,475
FLORIDA,GLENADA LAKE,HIGHLANDS,1212,475
FLORIDA,LAKE GRIFFIN,LAKE,1214,475
FLORIDA,LANE HAINES,POLK,1215,475
FLORIDA,HORSESHOE LAKE,SEMINOLE,1219,475
FLORIDA,LAKE HOWELL,SEMINOLE,1220,475
FLORIDA,LAKE ISTOKPOGA,HIGHLANDS,1221,475
FLORIDA,LAKE JESSIE,POLK,1258,475
FLORIDA,LAKE JESSUP,SEMINOLE,1223,475
FLORIDA,LAKE KISSIMMEE,OSCEOLA,1224,475
FLORIDA,LAWNE LAKE,ORANGE,1249,475
FLORIDA,LAKE LULU,POLK,1227,475
FLORIDA,LAKE MARION,POLK,1228,475
FLORIDA,LAKE MINNEHAHA,ORANGE,1229,475
FLORIDA,LAKE MINNEOLA,LAKE,1230,475
FLORIDA,LAKE MONROE,"SEMINOLE, VOLUSIA",1231,475
FLORIDA,LAKE MUNSON,LEON,1247,475
FLORIDA,LAKE OKEECHOBEE,GLADESQHENDRYQHARTINAOKEECHOBEEQPALM BEACHoST LUCIE,1232,475
FLORIDA,LAKE POINSETT,BREVARD ORANGE OSCEOLA,1234,475
FLORIDA,REEDY LAKE,POLK,1236,475
FLORIDA,LAKE SEMINOLE,PINELLAS,1248,475
FLORIDA,SOUTH LAKE,BREVARD,1238,475
FLORIDA,LAKE TALQUIN,GADSOEN LEON,1239,475
FLORIDA,LAKE TARPON,PINELLAS,1250,475
FLORIDA,LAKE TOHOPEKALIGA,OSCEOLA,1241,475
FLORIDA,TROUT LAKE,LAKE,1242,475
FLORIDA,LAKE WEOHYAKAPKA,POLK,1243,475
FLORIDA,LAKE YALE,LAKE,1246,475
GEORGIA,ALLATOONA RES,BARTON CHEROKEE c088,1301,475
GEORGIA,LAKE BLACKSHEAR,CRISP DOOLY LEE SUMTER HORTH,1302,475
GEORGIA,BLUE RIDGE LAKE,FANNIN,1316,475
GEORGIA,BURTON LAKE,RABUN,1318,475
GEORGIA,CHATUGE LAKE,TORNS GA; CLAY NC,1303,475
GEORGIA,CLARK HILL RESERVOIR,NA,1304,475
GEORGIA,LAKE HARDING,HARRIS GA CHAMBERSo LEE AL,1317,475
GEORGIA,HIGH FALLS POND,RUTTS LAMAR MONROE,1319,475
GEORGIA,JACKSON LAKE,BUTTS JASPER NERTON,1309,475
GEORGIA,NOTTELY RES,UNION,1311,475
GEORGIA,SIDNEY LANIER LAKE,DAHSON FORSYTH GRINNETT HALL LUMPKIN,1310,475
GEORGIA,SINCLAIR LAKE,8ALDMINMANCOCK PUTNAM,1313,475
ILLINOIS,BALDWIN LAKE,RANDOLPH,1763,475
ILLINOIS,BLOOMINGTON LAKE,MCLEAN,1703,475
ILLINOIS,CARLYLERESERVOIR,BOND CLINTON FAYETTE,1706,475
ILLINOIS,CEDAR LAKE,LAKE,1759,475
ILLINOIS,LAKE CHARLESTON,COLES,1708,475
ILLINOIS,COFFEEN LAKE,MONTGOMERY,1711,475
ILLINOIS,CRAB ORCHARD LAKE,JACKSON MILLIAMSON,1712,475
ILLINOIS,LAKE DECATUR,MACON,1714,475
